OrderID,RegionCode,CategoryCode,ProductCode,SalesRepID,Month,Year,Quantity,UnitPrice,DiscountPct,ShippingDays,CustomerAge,Rating
100276,5,1,30,1,11,2024,11.0,251.57,0,12,19,1.0
100038,4,4,28,6,10,2024,7.0,42.99,15,5,67,1.0
100148,5,4,27,6,5,2024,12.0,458.54,10,13,40,3.0
100477,3,3,3,1,10,2024,3.0,192.97,0,9,62,1.0
100050,1,2,2,1,1,2024,7.0,356.21,20,8,55,4.0
100053,1,1,18,5,8,2024,5.0,498.21,0,6,59,2.0
100103,2,1,7,3,7,2024,7.0,79.73,0,13,37,3.0
100263,5,2,23,4,1,2024,12.0,118.48,20,3,27,3.0
100469,4,2,8,6,8,2024,6.0,493.42,0,2,21,4.0
100141,2,1,15,5,2,2024,12.0,456.73,20,1,28,2.0
100173,4,5,14,6,3,2024,1.0,326.8,15,13,55,3.0
100357,4,2,24,1,1,2024,6.0,183.65,0,2,25,3.0
100319,2,4,28,6,2,2024,6.0,124.23,5,5,18,1.0
100490,1,4,19,3,6,2024,9.0,107.46,0,14,28,1.0
100174,5,1,12,5,7,2024,4.0,227.67,5,1,21,2.0
100459,2,3,29,3,10,2024,5.0,446.59,5,8,39,3.0
100537,4,3,5,4,11,2024,2.0,401.45,0,11,23,2.0
100411,2,5,18,4,5,2024,7.0,274.3,0,7,63,1.0
100457,4,1,29,3,4,2024,4.0,479.24,5,7,61,4.0
100132,5,4,12,6,4,2024,9.0,47.11,10,8,69,4.0
100343,5,4,17,5,4,2024,9.0,169.26,0,1,32,1.0
100254,2,1,30,5,4,2024,12.0,71.03,0,14,46,3.0
100593,1,1,3,2,6,2024,3.0,134.77,0,4,25,
100524,4,4,5,5,3,2024,6.0,452.08,5,14,59,3.0
100074,2,5,13,1,4,2024,10.0,423.94,20,8,29,5.0
100446,3,1,5,5,5,2024,1.0,336.82,0,1,68,3.0
100037,1,5,29,1,5,2024,9.0,50.51,10,2,65,4.0
100183,4,2,30,1,7,2024,5.0,92.31,0,11,69,3.0
100027,1,3,3,3,1,2024,10.0,428.83,0,5,25,4.0
100035,5,2,30,5,11,2024,9.0,377.67,10,14,70,1.0
100230,4,3,29,2,1,2024,1.0,294.71,0,13,58,1.0
100500,1,2,11,1,6,2024,4.0,163.91,0,13,45,3.0
100279,2,5,16,1,9,2024,1.0,397.86,0,15,26,2.0
100222,3,2,24,3,11,2024,10.0,132.63,15,8,66,1.0
100478,1,2,29,1,5,2024,3.0,406.13,0,15,18,1.0
100466,5,2,26,2,4,2024,2.0,127.87,15,11,63,2.0
100351,4,4,8,2,12,2024,3.0,304.01,0,13,47,4.0
100292,4,5,15,2,5,2024,4.0,174.13,0,2,43,2.0
100448,4,4,4,6,11,2024,7.0,463.15,5,4,38,4.0
100391,1,2,16,3,3,2024,10.0,144.89,0,7,54,5.0
100039,3,5,19,2,12,2024,3.0,11.17,0,8,35,1.0
100284,2,1,25,4,7,2024,7.0,200.28,20,12,39,4.0
100185,5,3,21,6,8,2024,11.0,471.07,10,14,32,5.0
100480,3,2,8,1,5,2024,12.0,350.13,15,14,25,2.0
100210,3,5,7,3,3,2024,5.0,447.52,10,10,20,2.0
100005,1,5,19,1,8,2024,6.0,173.36,0,10,49,5.0
100130,5,3,28,5,5,2024,10.0,364.23,0,14,27,5.0
100114,1,1,7,2,3,2024,2.0,329.7,0,10,24,5.0
100429,1,2,29,6,2,2024,9.0,16.57,10,15,32,4.0
100432,2,4,23,3,4,2024,9.0,234.68,20,13,47,2.0
100551,4,3,14,5,1,2024,10.0,281.66,20,14,30,1.0
100483,2,4,3,3,7,2024,5.0,212.2,0,12,25,2.0
100527,1,5,2,5,11,2024,1.0,86.33,0,14,51,1.0
100416,4,5,13,1,7,2024,10.0,494.25,0,7,42,2.0
100499,1,3,9,6,12,2024,9.0,209.67,15,15,47,3.0
100582,5,5,17,1,12,2024,1.0,322.74,10,14,33,3.0
100136,5,4,19,5,8,2024,10.0,110.72,20,5,45,1.0
100481,5,2,15,1,4,2024,2.0,,5,15,29,2.0
100379,1,4,15,1,3,2024,1.0,302.5,0,11,43,5.0
100309,1,2,15,3,6,2024,3.0,,15,11,48,5.0
100479,3,2,30,5,11,2024,3.0,160.2,15,7,61,2.0
100333,1,5,22,3,8,2024,8.0,110.11,0,13,18,4.0
100549,4,5,9,1,6,2024,1.0,176.42,0,5,34,1.0
100412,4,3,3,6,11,2024,6.0,368.02,0,14,32,4.0
100224,1,5,17,2,12,2024,4.0,279.85,0,5,56,3.0
100144,4,1,5,3,8,2024,9.0,33.14,20,11,31,5.0
100123,2,1,14,5,5,2024,2.0,457.47,15,1,41,2.0
100437,4,4,7,6,4,2024,2.0,82.29,0,9,27,3.0
100250,4,5,5,1,11,2024,6.0,,0,4,47,5.0
100081,4,2,26,5,8,2024,5.0,61.96,10,1,58,3.0
100189,2,5,9,2,2,2024,4.0,481.99,0,6,40,4.0
100543,2,4,3,6,7,2024,7.0,66.22,0,12,26,5.0
100587,4,2,16,3,5,2024,1.0,74.74,15,13,52,3.0
100464,2,1,23,2,7,2024,10.0,394.06,15,11,39,5.0
100260,5,1,14,6,6,2024,11.0,349.77,5,10,40,1.0
100131,2,4,10,1,10,2024,12.0,5.83,0,5,45,2.0
100020,2,2,5,5,11,2024,8.0,311.46,0,9,21,3.0
100195,3,5,11,2,6,2024,7.0,96.35,20,6,38,2.0
100179,2,2,12,3,4,2024,6.0,112.16,5,7,58,5.0
100345,3,1,25,2,4,2024,10.0,161.17,0,1,38,5.0
100011,2,3,12,4,8,2024,10.0,185.26,0,2,49,4.0
100561,1,5,23,5,6,2024,8.0,75.06,0,3,61,4.0
100538,4,5,18,4,11,2024,2.0,71.0,0,2,61,2.0
100485,2,1,16,6,9,2024,7.0,418.73,0,7,59,1.0
100196,5,4,29,5,5,2024,1.0,472.74,5,7,49,2.0
100508,2,1,7,1,11,2024,6.0,340.27,5,4,64,1.0
100252,1,1,5,2,12,2024,2.0,408.08,5,3,18,5.0
100238,3,5,19,5,6,2024,8.0,287.5,0,2,66,5.0
100363,3,1,30,4,9,2024,1.0,107.66,0,15,50,2.0
100427,5,1,5,2,10,2024,5.0,157.79,15,4,52,5.0
100542,5,4,11,5,9,2024,4.0,134.25,5,11,23,4.0
100418,3,1,2,4,9,2024,10.0,166.04,15,14,56,1.0
100290,2,3,27,5,1,2024,10.0,270.85,0,4,67,2.0
100058,3,4,6,5,2,2024,2.0,6.42,0,2,40,4.0
100436,3,3,26,2,12,2024,3.0,278.31,10,10,58,2.0
100149,3,2,6,5,10,2024,10.0,416.65,0,1,28,3.0
100158,2,1,2,5,8,2024,10.0,479.75,10,15,35,1.0
100559,2,2,25,5,4,2024,6.0,209.73,0,6,59,5.0
100564,4,5,19,2,2,2024,3.0,493.54,20,11,58,1.0
100241,2,3,16,3,7,2024,,331.83,10,6,51,3.0
100356,1,3,29,1,11,2024,3.0,424.7,20,3,65,5.0
100075,2,1,29,4,2,2024,9.0,422.03,15,1,60,3.0
100187,1,4,23,1,9,2024,12.0,199.85,15,10,32,3.0
100212,3,5,19,2,2,2024,9.0,294.28,0,12,20,5.0
100493,4,2,6,6,10,2024,8.0,473.17,0,13,69,2.0
100438,2,2,16,1,2,2024,10.0,271.17,5,11,50,4.0
100049,3,2,22,2,5,2024,9.0,266.97,20,14,31,1.0
100547,3,3,27,5,8,2024,250.0,75.38,20,1,55,1.0
100577,4,5,14,6,12,2024,9.0,272.42,20,12,28,5.0
100497,4,2,11,4,11,2024,8.0,389.84,15,5,36,2.0
100097,1,5,7,4,2,2024,5.0,382.28,0,1,40,4.0
100087,5,1,13,5,1,2024,3.0,122.65,0,15,67,1.0
100108,4,5,7,3,9,2024,12.0,240.49,0,11,68,3.0
100312,1,3,14,2,11,2024,12.0,63.57,0,10,46,5.0
100273,2,4,9,4,10,2024,6.0,479.06,0,3,32,3.0
100060,4,1,13,6,4,2024,1.0,234.71,20,15,21,3.0
100489,4,4,22,5,9,2024,6.0,287.34,15,3,33,5.0
100277,4,1,11,5,10,2024,8.0,72.81,0,3,30,5.0
100068,1,1,21,2,6,2024,10.0,356.3,0,4,20,3.0
100388,2,2,16,1,5,2024,4.0,128.84,0,4,28,5.0
100372,1,5,11,5,6,2024,8.0,223.2,0,6,51,1.0
100495,3,4,8,4,9,2024,10.0,353.64,0,4,64,3.0
100303,2,5,6,1,1,2024,10.0,258.5,0,9,68,4.0
100161,2,3,18,1,1,2024,6.0,248.25,0,15,31,3.0
100596,3,5,16,5,6,2024,1.0,357.92,0,14,50,3.0
100233,5,1,14,4,11,2024,9.0,476.2,0,1,38,1.0
100314,5,1,3,5,11,2024,6.0,41.87,10,2,64,4.0
100430,5,1,5,2,1,2024,6.0,189.5,0,1,57,1.0
100282,5,4,25,6,5,2024,2.0,141.32,0,12,43,
100471,1,1,24,5,1,2024,10.0,237.47,20,14,66,3.0
100227,4,3,10,2,5,2024,8.0,112.22,10,13,28,4.0
100306,1,1,12,5,10,2024,5.0,154.85,20,5,27,
100261,4,3,5,5,5,2024,5.0,51.54,0,2,27,4.0
100334,2,4,3,6,6,2024,4.0,273.56,5,3,65,2.0
100504,4,2,2,2,8,2024,12.0,175.11,0,5,40,1.0
100146,5,3,6,2,3,2024,6.0,220.45,5,4,35,5.0
100177,3,1,11,4,2,2024,9.0,436.39,0,7,59,1.0
100328,1,5,12,5,5,2024,3.0,123.02,20,1,27,5.0
100083,3,5,30,2,4,2024,11.0,448.38,15,1,65,1.0
100503,2,1,7,4,6,2024,12.0,264.11,0,9,61,4.0
100368,5,3,6,3,8,2024,7.0,242.46,5,13,55,4.0
100387,5,4,29,6,3,2024,12.0,44.85,0,6,56,2.0
100077,4,2,26,1,6,2024,8.0,203.17,0,3,40,4.0
100562,3,1,3,1,7,2024,2.0,451.95,20,13,18,5.0
100145,2,2,4,6,3,2024,500.0,148.27,0,1,64,3.0
100221,2,2,5,3,7,2024,9.0,384.76,0,6,70,3.0
100047,1,2,17,2,7,2024,8.0,277.44,5,15,39,4.0
100572,5,4,18,5,11,2024,2.0,7.58,0,10,52,2.0
100152,5,4,17,3,1,2024,4.0,352.81,0,6,24,2.0
100339,2,1,1,1,6,2024,2.0,45.82,0,4,27,4.0
100568,4,2,15,2,9,2024,5.0,481.39,5,1,37,2.0
100335,2,3,4,5,8,2024,1.0,257.39,5,10,44,1.0
100107,3,1,13,2,4,2024,8.0,454.56,0,1,34,5.0
100451,1,4,12,2,9,2024,3.0,400.24,0,1,19,2.0
100065,1,3,10,4,4,2024,5.0,285.61,0,5,65,3.0
100121,1,4,24,1,5,2024,,443.37,10,10,21,4.0
100007,2,4,13,4,3,2024,8.0,44.89,5,7,53,3.0
100367,4,2,7,3,5,2024,4.0,84.81,5,6,57,4.0
100186,1,3,29,6,4,2024,1.0,438.18,10,10,62,1.0
100147,1,5,24,6,11,2024,8.0,381.83,0,4,26,5.0
100349,5,1,5,6,5,2024,7.0,350.24,15,12,21,1.0
100421,3,4,29,1,2,2024,2.0,158.78,20,4,62,
100474,1,2,11,6,1,2024,12.0,438.8,0,13,68,2.0
100275,5,4,5,3,8,2024,5.0,334.82,0,9,57,3.0
100595,1,5,30,4,11,2024,4.0,39.6,5,14,21,3.0
100197,4,1,2,5,1,2024,8.0,242.3,0,12,41,1.0
100168,4,3,17,4,8,2024,7.0,326.03,10,3,30,4.0
100558,3,1,3,4,1,2024,5.0,63.33,0,12,47,4.0
100091,2,4,11,4,8,2024,10.0,123.39,20,11,62,5.0
100127,2,1,10,6,1,2024,11.0,280.96,5,8,60,3.0
100353,1,1,28,1,10,2024,4.0,289.57,0,13,66,3.0
100045,4,5,18,5,8,2024,4.0,361.19,0,15,64,4.0
100150,3,2,27,1,5,2024,6.0,390.67,20,7,54,1.0
100018,2,4,28,5,5,2024,4.0,413.95,0,1,34,2.0
100532,1,5,22,3,11,2024,3.0,398.05,5,11,27,5.0
100462,4,3,8,5,11,2024,1.0,298.81,5,12,44,5.0
100392,3,5,25,6,9,2024,11.0,349.28,5,15,58,2.0
100036,1,2,21,6,1,2024,,479.96,5,14,46,5.0
100044,1,3,4,4,5,2024,1.0,418.16,0,11,27,2.0
100512,4,3,9,1,10,2024,2.0,123.41,5,15,59,3.0
100104,1,1,13,2,1,2024,7.0,348.25,10,11,36,
100390,2,2,29,4,9,2024,8.0,237.44,0,10,41,1.0
100382,2,5,28,2,1,2024,9.0,246.93,0,14,23,4.0
100031,4,2,2,2,10,2024,100.0,334.29,5,14,50,3.0
100400,4,5,8,3,2,2024,1.0,304.0,0,4,22,3.0
100089,4,2,8,6,12,2024,2.0,134.41,15,1,25,3.0
100164,5,2,14,4,12,2024,5.0,437.02,10,2,42,4.0
100255,5,2,5,6,3,2024,11.0,490.15,5,1,38,4.0
100366,4,5,2,6,9,2024,8.0,472.34,5,14,23,1.0
100487,4,1,9,4,1,2024,9.0,410.64,0,15,31,4.0
100560,5,1,2,4,1,2024,11.0,153.03,10,12,69,1.0
100521,1,4,20,5,6,2024,,365.38,10,6,64,1.0
100019,3,4,22,5,3,2024,10.0,408.45,10,7,70,5.0
100088,5,4,27,4,12,2024,10.0,,0,2,37,1.0
100202,1,2,28,4,12,2024,5.0,326.59,0,9,60,3.0
100362,2,4,18,2,9,2024,9.0,10.36,20,3,56,4.0
100329,1,3,14,2,1,2024,3.0,455.63,10,3,55,3.0
100002,4,2,18,5,2,2024,2.0,287.6,10,14,61,2.0
