EmployeeID,DepartmentCode,JobLevel,ManagerID,YearsAtCompany,MonthlyHoursWorked,ProjectsCompleted,TrainingHoursCompleted,PerformanceScore,AbsenceDays,OvertimeHours,SalaryBand,EngagementScore
5367,5,2,11,8.7,197,18,27.0,2.1,22,33.0,8,1.0
5516,2,3,20,0.2,174,18,40.0,3.8,9,24.6,6,5.0
5342,3,1,1,1.2,120,15,15.0,2.0,23,12.8,4,4.0
5365,2,5,5,6.2,184,20,3.0,2.3,2,29.9,6,3.0
5134,2,2,10,2.0,129,18,30.0,1.3,14,9.9,3,6.0
5441,5,5,5,14.5,120,9,45.0,2.0,10,21.4,4,7.0
5329,4,2,2,0.3,123,18,29.0,4.9,4,6.2,6,1.0
5310,5,2,12,8.7,180,16,10.0,4.1,11,2.2,2,4.0
5406,3,3,12,4.1,170,19,25.0,1.2,24,11.5,3,5.0
5247,2,2,4,8.7,137,18,16.0,3.8,14,4.8,6,1.0
5144,2,5,7,15.0,126,2,50.0,2.9,0,21.3,1,1.0
5410,5,5,7,8.8,171,18,10.0,1.7,1,18.6,2,3.0
5322,2,4,13,4.5,165,9,35.0,3.9,1,5.9,7,9.0
5018,5,4,15,10.5,150,0,60.0,3.2,3,38.9,4,6.0
5208,4,4,2,3.3,187,17,50.0,4.7,7,11.1,5,4.0
5020,4,5,5,9.1,199,15,,3.7,21,13.5,5,6.0
5486,1,3,20,0.1,155,18,37.0,1.7,21,27.8,3,5.0
5031,5,3,15,6.5,122,20,60.0,2.5,11,16.1,8,9.0
5495,1,1,3,2.3,125,4,8.0,4.3,13,12.1,1,1.0
5533,4,4,4,4.2,193,12,0.0,1.6,16,4.6,6,
5098,1,5,15,2.3,135,11,38.0,3.4,21,25.1,7,9.0
5255,6,5,3,14.5,192,3,24.0,2.1,1,36.5,8,3.0
5383,6,2,17,5.9,140,12,39.0,3.4,15,33.7,6,2.0
5404,4,4,11,12.3,131,12,6.0,3.3,11,24.2,6,
5541,4,2,16,11.5,136,12,33.0,1.5,3,22.2,3,7.0
5135,6,1,5,5.2,151,12,58.0,1.2,16,31.7,2,5.0
5484,2,4,19,8.1,179,12,52.0,2.8,7,30.4,1,5.0
5059,4,2,2,6.2,149,7,17.0,4.3,0,6.7,4,6.0
5373,6,4,7,7.7,156,15,39.0,1.9,23,17.7,1,3.0
5035,3,5,2,12.4,157,10,23.0,3.7,20,10.6,5,2.0
5501,3,4,3,2.4,174,17,7.0,2.5,16,37.2,6,10.0
5419,2,5,3,3.0,174,2,12.0,3.0,22,24.8,8,8.0
5476,3,1,5,6.9,171,16,23.0,2.8,16,29.8,1,4.0
5259,3,5,20,11.6,166,11,11.0,2.8,21,16.0,5,7.0
5214,4,3,19,14.7,181,4,49.0,2.8,6,20.3,5,7.0
5162,6,5,16,6.3,192,10,48.0,4.5,4,5.9,2,4.0
5163,3,5,18,13.0,197,7,2.0,3.4,13,18.0,3,4.0
5184,6,5,14,5.2,123,13,10.0,4.4,22,36.7,2,6.0
5547,2,5,14,13.4,166,17,45.0,4.0,15,14.1,2,1.0
5012,2,3,17,1.0,173,3,55.0,1.3,2,25.1,8,10.0
5269,3,3,12,13.7,130,6,26.0,3.6,3,34.5,1,5.0
5347,5,1,11,12.2,121,8,33.0,2.7,19,12.9,2,5.0
5302,5,3,5,11.7,139,19,35.0,3.6,11,2.0,5,2.0
5429,4,1,10,2.1,149,15,31.0,2.6,18,16.2,2,10.0
5453,5,1,7,6.1,195,2,11.0,2.7,4,11.7,4,4.0
5411,6,4,1,6.9,145,2,28.0,2.9,12,24.1,7,3.0
5253,5,2,6,1.8,186,12,52.0,,10,34.4,2,10.0
5421,3,3,4,14.2,121,1,16.0,1.3,0,33.0,7,1.0
5460,4,5,19,8.5,143,16,21.0,4.3,12,38.0,7,10.0
5013,1,2,15,0.4,175,1,15.0,2.1,18,32.7,7,4.0
5237,2,2,19,9.4,167,12,45.0,3.1,9,3.8,2,4.0
5118,2,1,20,5.1,151,11,17.0,4.5,1,10.6,8,3.0
5034,5,1,13,6.0,160,11,56.0,4.1,1,23.1,1,10.0
5044,3,2,8,10.9,169,9,47.0,4.7,1,9.8,6,5.0
5518,3,3,10,6.6,187,7,,2.0,24,31.8,8,3.0
5143,2,5,6,8.2,178,6,17.0,4.1,10,19.2,5,1.0
5502,6,5,8,4.3,186,16,60.0,3.3,21,16.8,5,3.0
5534,1,1,15,8.3,125,11,19.0,3.7,23,6.3,2,2.0
5397,1,3,5,11.5,135,6,10.0,2.7,13,23.7,3,7.0
5470,2,2,10,11.0,168,7,11.0,2.9,18,35.9,1,5.0
5287,2,4,9,8.0,139,8,22.0,2.5,3,16.0,6,7.0
5155,1,4,8,6.9,140,14,50.0,2.0,22,8.3,7,3.0
5243,6,1,18,6.5,194,3,50.0,3.7,18,17.6,1,6.0
5285,2,4,11,8.1,138,3,9.0,4.1,19,24.1,1,2.0
5028,2,4,9,5.0,165,12,36.0,3.5,19,28.7,2,2.0
5228,2,4,6,14.6,199,18,26.0,4.6,21,13.5,8,5.0
5115,1,2,17,14.4,160,7,42.0,1.5,11,35.7,2,6.0
5423,2,1,7,7.4,159,20,11.0,4.0,7,18.6,6,9.0
5338,4,1,6,4.7,156,15,53.0,2.4,23,6.2,7,7.0
5483,5,1,15,3.4,191,8,27.0,3.0,23,13.3,3,10.0
5505,1,4,10,7.3,123,6,4.0,3.4,7,4.3,3,6.0
5545,5,3,16,0.4,154,12,42.0,4.0,18,11.9,8,3.0
5193,5,2,10,6.4,160,0,33.0,2.3,2,17.9,4,6.0
5146,2,4,10,7.8,169,15,16.0,1.3,9,10.8,8,1.0
5330,2,3,2,6.9,155,13,42.0,2.2,4,9.7,1,7.0
5108,3,3,5,10.2,127,10,60.0,2.2,15,23.5,5,5.0
5355,4,1,2,13.0,130,13,40.0,3.7,23,28.8,6,10.0
5445,3,5,3,1.3,162,10,0.0,4.4,13,3.8,1,1.0
5022,5,4,1,1.2,148,6,32.0,1.2,11,24.3,3,6.0
5374,6,4,8,6.7,142,2,20.0,2.3,24,22.0,3,1.0
5366,4,2,4,4.3,192,11,28.0,3.8,0,23.5,4,4.0
5017,4,5,2,10.0,142,12,39.0,2.1,6,39.0,4,6.0
5308,5,5,1,6.6,140,1,25.0,1.3,18,16.8,3,7.0
5378,3,5,7,13.0,165,8,4.0,2.1,23,33.0,6,4.0
5526,6,2,11,2.8,182,0,10.0,3.7,7,8.7,6,7.0
5317,1,1,10,5.4,130,6,52.0,1.5,4,33.4,4,9.0
5325,2,5,13,12.8,146,19,46.0,4.1,2,10.1,7,2.0
5086,4,4,5,0.3,151,10,32.0,3.7,25,31.6,3,9.0
5473,5,4,14,5.8,138,5,38.0,3.9,3,23.6,8,10.0
5002,3,4,7,7.3,143,1,30.0,4.5,7,3.0,4,10.0
5507,4,2,3,2.5,121,10,11.0,2.1,10,9.0,4,5.0
5535,3,3,3,6.3,188,2,17.0,3.4,18,31.1,5,2.0
5056,4,2,8,9.7,126,18,16.0,2.0,8,10.9,7,7.0
5124,4,5,2,0.7,200,12,8.0,2.8,11,4.1,6,2.0
5382,6,2,11,5.9,181,17,35.0,2.9,10,5.7,6,1.0
5360,6,4,8,13.5,154,5,39.0,3.1,12,32.2,1,5.0
5261,2,3,1,4.7,182,10,39.0,4.9,20,1.2,4,4.0
5175,5,2,19,2.7,125,0,57.0,2.5,1,24.7,8,3.0
5088,3,3,10,9.9,187,15,14.0,2.0,2,0.2,7,8.0
5173,4,1,7,13.8,171,12,4.0,3.4,16,35.5,5,
5251,5,3,9,10.0,174,2,11.0,2.3,24,15.7,6,7.0
5506,5,3,16,3.3,157,4,53.0,3.5,12,4.7,3,5.0
5341,5,3,2,3.1,194,6,36.0,4.8,7,39.6,6,9.0
5025,1,4,4,14.3,123,6,47.0,1.4,17,20.9,5,3.0
5490,1,1,19,14.9,171,13,52.0,4.5,-11,31.1,2,5.0
5217,2,2,15,12.8,156,17,40.0,4.1,8,27.7,4,5.0
5275,4,5,3,9.6,146,15,15.0,2.1,7,20.2,2,4.0
5218,2,1,16,1.8,192,3,40.0,1.7,14,39.3,5,
5493,5,3,4,6.2,136,16,0.0,3.5,8,17.8,3,7.0
5437,2,4,10,5.8,169,3,31.0,1.9,22,28.5,3,10.0
5125,4,2,14,6.8,134,11,49.0,1.3,8,15.6,8,4.0
5154,3,4,15,2.9,172,11,15.0,4.3,6,1.8,5,6.0
5241,4,4,16,7.1,150,13,59.0,2.1,0,33.9,4,4.0
5150,6,5,20,11.2,151,5,24.0,2.1,14,38.7,8,6.0
5295,1,4,8,3.9,138,18,22.0,,13,9.7,4,3.0
5509,2,5,18,11.3,142,17,12.0,,25,31.0,1,9.0
5248,1,5,4,13.6,157,4,3.0,2.0,14,9.0,5,3.0
5011,3,5,17,12.0,182,18,6.0,3.2,1,20.3,6,5.0
5238,5,4,5,4.9,139,12,39.0,1.9,1,13.3,4,10.0
5229,3,1,13,5.6,152,18,29.0,2.3,2,17.0,1,1.0
5063,3,2,19,8.0,163,6,0.0,,15,28.3,7,
5062,5,2,17,5.8,186,7,50.0,1.1,2,10.4,2,6.0
5252,1,4,5,13.1,180,2,2.0,2.4,10,6.1,3,9.0
5001,2,2,12,10.4,175,13,39.0,2.8,10,21.6,2,1.0
5443,6,1,4,13.4,136,5,27.0,1.6,2,10.5,6,4.0
5356,2,4,2,14.6,173,6,39.0,3.3,16,0.3,5,1.0
5221,2,1,19,5.9,177,0,,1.7,21,4.6,2,1.0
5358,1,5,15,12.0,131,2,24.0,3.9,3,6.8,4,6.0
5297,4,5,2,8.0,152,2,27.0,1.9,22,25.4,5,10.0
5250,6,2,4,11.7,175,8,29.0,1.5,11,0.3,6,1.0
5351,4,2,19,5.8,173,10,48.0,2.9,11,18.5,6,9.0
5136,5,1,3,9.2,173,13,11.0,4.2,4,29.1,8,9.0
5379,2,2,9,7.6,174,8,11.0,4.3,9,11.9,3,5.0
5542,4,5,10,10.0,140,17,47.0,1.5,11,3.4,4,9.0
5254,6,1,1,1.2,124,14,23.0,3.6,7,4.0,5,10.0
5225,6,5,1,5.1,127,20,52.0,3.2,20,26.2,6,9.0
5292,6,4,14,13.5,145,11,50.0,3.2,1,28.9,2,1.0
5361,3,3,8,11.9,150,11,49.0,2.6,10,19.9,4,
5051,6,3,16,14.5,173,6,57.0,3.7,8,37.3,7,5.0
5215,6,2,20,6.0,171,8,50.0,1.9,3,0.9,1,5.0
5140,2,5,5,9.1,172,11,44.0,,18,38.3,1,1.0
5083,2,5,15,4.2,169,16,0.0,2.5,19,30.4,7,6.0
5521,6,1,12,10.1,147,20,34.0,1.3,21,4.6,4,1.0
5431,1,5,5,12.7,138,18,52.0,3.0,3,1.2,4,8.0
5314,3,5,10,9.7,177,2,43.0,1.2,15,38.1,2,9.0
5230,4,1,12,5.0,196,11,48.0,3.5,9,12.5,6,1.0
5512,6,5,16,13.8,142,14,41.0,4.7,14,8.4,8,8.0
5434,3,3,13,0.4,136,5,15.0,1.5,7,10.9,7,5.0
5544,2,4,3,3.0,131,20,11.0,1.8,3,25.8,2,8.0
5258,4,3,8,13.3,196,15,53.0,4.4,3,39.7,1,4.0
5303,1,3,6,5.2,120,8,28.0,3.1,-19,10.5,3,3.0
5529,2,4,7,9.9,193,17,58.0,4.3,-6,14.8,4,7.0
5394,2,4,1,3.2,162,11,19.0,2.2,12,27.2,2,4.0
5461,3,4,15,4.2,176,9,21.0,3.1,20,16.1,7,7.0
5161,1,3,4,2.2,157,16,45.0,1.0,10,32.2,5,9.0
5482,2,5,12,11.7,129,16,12.0,2.3,2,0.5,4,6.0
5273,2,4,2,10.0,173,4,6.0,3.6,5,33.5,3,3.0
5426,6,1,20,0.3,191,13,17.0,2.7,24,33.9,4,7.0
5213,6,5,13,4.2,169,12,54.0,2.4,25,16.7,3,2.0
5201,5,1,11,5.8,136,14,31.0,4.8,5,9.9,3,7.0
5089,5,5,2,5.4,163,8,38.0,2.9,20,32.5,8,3.0
5145,5,1,16,1.1,198,13,38.0,2.7,17,38.1,7,8.0
5294,6,4,17,4.2,180,2,57.0,,12,5.3,5,5.0
5422,3,4,12,9.9,140,18,14.0,3.9,15,37.6,1,1.0
5138,5,5,3,5.3,187,4,23.0,1.8,8,33.5,2,8.0
5362,2,4,5,10.6,176,12,18.0,3.4,23,11.3,5,10.0
5189,6,3,17,4.6,142,4,11.0,,8,33.9,2,7.0
5172,4,3,14,4.6,144,11,42.0,3.6,18,23.3,7,3.0
5158,1,1,14,0.1,164,20,11.0,3.7,20,35.4,7,5.0
5080,4,2,5,6.6,151,16,33.0,4.5,25,38.9,8,5.0
5111,3,1,13,7.6,151,5,48.0,3.9,14,10.7,5,6.0
5327,4,2,8,11.0,198,14,33.0,3.9,13,34.5,2,6.0
5532,5,2,4,6.2,999,4,20.0,1.3,17,10.8,4,3.0
5467,2,1,3,4.6,164,1,3.0,3.9,24,8.4,6,6.0
5515,1,3,17,0.1,160,8,3.0,3.2,1,21.8,5,5.0
5450,5,2,18,3.3,163,15,34.0,3.7,25,7.4,2,5.0
5263,1,1,15,13.5,150,14,7.0,2.3,6,19.4,5,4.0
5478,3,4,19,13.3,148,17,14.0,4.8,23,20.5,8,9.0
5016,3,3,17,9.6,144,8,5.0,4.8,10,20.6,3,4.0
5087,1,4,9,14.5,177,2,5.0,3.4,1,38.5,1,3.0
5377,2,3,14,13.8,187,7,16.0,3.8,0,7.2,7,8.0
5375,3,4,19,1.4,138,15,9.0,2.1,2,0.9,7,10.0
5070,3,3,10,10.2,161,19,40.0,1.1,21,30.3,7,8.0
5418,5,2,1,3.4,171,8,33.0,4.6,4,38.5,2,5.0
